
4,8,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Neraca Sumber Daya Air skala 1:50.000,13,8
4,8,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,"Peta Lokasi Danau, Situ dan Embung skala 1:50.000",13,8
4,8,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Kawasan Permukiman Kumuh skala 1:5.000,13,8
4,8,Perwujudan IGT Status,17,Mewujudkan IGT Perizinan Lokasi dan Kesesuaian Kegiatan Pemanfaatan Ruang Laut ,Peta Izin Lokasi Perairan di Wilayah Pesisir dan Pulau-Pulau Kecil dan Peta Kesesuaian Kegiatan Pemanfaatan Ruang Laut skala 1:50.000,12,8
4,8,Perwujudan IGT Status,18,Mewujudkan IGT Perizinan Lokasi di Laut dan Perizinan Berusaha terkait Kegiatan Pemanfaatan di Laut,Peta lzin Lokasi di Laut dan Peta Perizinan Berusaha terkait Kegiatan Pemanfaatan di Laut skala l:50.000,12,8
4,8,Perwujudan IGT Status,19,Mewujudkan IGT Wilayah Adat,Peta Wilayah Kelola Masyarakat Hukum Adat Skala 1:50.000,12,8
4,9,Perwujudan IGT Perencanaan Ruang,26,Mewujudkan IGT Perencanaan Ruang,Peta Rencana Zonasi Kawasan Antarwilayah skala 1:500.000 - 1:50.000,12,9
4,9,Perwujudan IGT Perencanaan Ruang,26,Mewujudkan IGT Perencanaan Ruang,Peta Rencana Zonasi Kawasan Strategis Nasional Tertentu skala 1:500.000 – 1:5.000,12,9
4,9,Perwujudan IGT Perencanaan Ruang,27,Perwujudan IGT Perencanaan Ruang,Peta Rencana Zonasi Kawasan Strategis Nasional skala 1:500.000 - 1:5.000 (Diintegrasikan dengan Peta Peta RTR KSN 1:250.000 – 1:5.000),12,9
4,9,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Kerentanan Pesisir skala 1:250.000-1:50.000,12,9
4,9,Perwujudan IGT Potensi,28,Mewujudkan IGT Potensi Sumber Daya dan Lingkungan,Peta Lahan Pembudidayaan Ikan skala 1:50.000,12,9
4,10,Perwujudan IGT Potensi,29,Mewujudkan IGT Transportasi dan Logistik,Peta Wilayah Kerja dan Pengoperasian Pelabuhan Perikanan (WKOPP) skala 1:50.000,12,10
4,10,Perwujudan IGT Potensi,28,Mewujudkan IGT Potensi Sumber Daya dan Lingkungan,Peta Potensi Sumberdaya Arkeologi Maritim skala 1 : 250.000 dan 1 : 100.000,12,10
4,10,Perwujudan IGT Potensi,28,Mewujudkan IGT Potensi Sumber Daya dan Lingkungan,Peta Lahan Garam skala 1:25.000,12,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Izin Pinjam Pakai Kawasan Hutan (IPPKH) skala 1:50.000/Peta Persetujuan Penggunaan Kawasan Hutan skala 1:50.000,11,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Indikatif Penghentian Pemberian Izin Baru skala 1:250.000,11,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Pelepasan Kawasan Hutan skala 1:50.000,11,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Tata Batas Area Kerja Izin Pemanfaatan Hutan (IUPHHK-HA/HT/RE) skala 1:50.000/Peta Penetapan Batas Areal Kerja Perizinan Berusaha Pemanfaatan Hutan (Perizinan Berusaha) skala 1:50.000,11,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Izin Usaha  Pemanfaatan Hasil Hutan Kemasyarakatan skala 1:50.000/Peta Persetujuan Pengelolaan Hutan Kemasyarakatan skala 1:50.000,11,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Hak Pengelolaan Hutan Desa skala 1:50.000/Peta Persetujuan Pengelolaan Hutan Desa skala 1:50.000,11,10
4,10,Perwujudan IGT Status,21,Mewujudkan IGT Kehutanan,Peta Izin Pengelolaan Hutan Perhutanan Sosial skala 1:50.000,11,10
4,10,Perwujudan IGT Status,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Fungsi Ekosistem Gambut skala 1:50.000,11,10
4,10,Perwujudan IGT Status,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Kesatuan Hidrologis Gambut skala 1:50.000,11,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Rawan Erosi skala 1:50.000,11,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Lahan Kritis skala 1:50.000,11,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Rawan Kebakaran Hutan dan Lahan skala 1:250.000,11,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Mangrove Nasional skala 1:50.000 – 1:25.000,11,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Daya Dukung Daya Tampung Lingkungan Hidup (DDDTLH) minimal skala 1:50.000,11,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Pemantauan Sampah Laut  skala 1:250.000,11,10
4,10,Perwujudan IGT Status,24,Mewujudkan IGT Kawasan Khusus,Peta Daerah Lingkungan Kerja dan Lingkungan Kepentingan Pelabuhan skala 1:50.000,9,10
4,10,Perwujudan IGT Status,20,Mewujudkan IGT Kawasan Khusus,Peta Kawasan Keamanan Operasional Penerbangan (KKOP) skala 1:5.000,9,10
4,10,Perwujudan IGT Potensi,29,Mewujudkan IGT Transportasi dan Logistik,Peta Alur Pelayaran Laut skala 1:50.000,9,10
4,10,Perwujudan IGT Potensi,30,Mewujudkan IGT Transportasi dan Logistik,Peta Sarana Bantu Navigasi Pelayaran skala 1:50.000,9,10
4,10,Perwujudan IGT Potensi,29,Mewujudkan IGT Transportasi dan Logistik,Peta Sebaran Sarana Bantu Navigasi Pelayaran (SBNP) Penyeberangan skala 1:50.000,9,10
4,10,Perwujudan IGT Potensi,29,Mewujudkan IGT Transportasi dan Logistik,Peta Ruang Udara skala 1:50.000,9,10
4,10,Perwujudan IGT Status,16,Mewujudkan IGT Migas dan Minerba,Peta Wilayah Kerja dan Wilayah Penugasan Panas Bumi Indonesia skala 1:50.000,8,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Cekungan Air Tanah minimal skala 1:250.000,8,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Kerentanan Likuifaksi skala 1:100.000,8,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Patahan Aktif Indonesia minimal skala 1:50.000,8,10
4,10,Perwujudan IGT Potensi,30,Mewujudkan IGT Transportasi dan Logistik,Peta Sebaran Terminal Bahan Bakar Minyak dan Terminal LPG skala 1:50.000,8,10
4,10,Perwujudan IGT Potensi,30,Mewujudkan IGT Transportasi dan Logistik,Peta Lokasi Kilang Minyak skala 1:50.000,8,10
4,10,Perwujudan IGT Status,20,Mewujudkan IGT Kawasan Khusus,Peta Sebaran Kegiatan Industri skala 1:50.000 ,7,10
4,10,Perwujudan IGT Status,20,Mewujudkan IGT Kawasan Khusus,Peta Wilayah Pusat Pertumbuhan Industri skala 1:50.000,7,10
4,10,Perwujudan IGT Status,23,Mewujudkan IGT Perizinan Berusaha di Bidang Perkebunan,Peta Perizinan Berusaha di Bidang Perkebunan skala 1:50.000,6,10
4,10,Perwujudan IGT Potensi,28,Mewujudkan IGT Potensi Sumber Daya dan Lingkungan,Peta Cetak Sawah Indonesia skala 1:5.000,6,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Lahan Pertanian Tanaman Pangan skala 1:50.000,6,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Lahan Pertanian Hortikultura skala 1:50.000,6,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Lahan Perkebunan skala 1:50.000,6,10
4,10,Perwujudan IGT Potensi,22,Mewujudkan IGT Sumber Daya dan Lingkungan,Peta Lahan Peternakan skala 1:50.000,6,10
4,10,Perwujudan IGT Status,20,Mewujudkan IGT Kawasan Khusus,Peta Kawasan Berikat dan Kawasan Lainnya Di bawah Pengawasan Pabean Skala 1:50.000,5,10
4,10,Perwujudan IGT Status,20,Mewujudkan IGT Pertanahan,"Peta Aset Tanah, Gedung dan Bangunan Milik Negara (BMN) minimal skala 1:50.000",5,10
4,10,Perwujudan IGT Status,15,Mewujudkan IGT Batas Wilayah,Peta Batas Wilayah Administrasi Kewenangan Pengelolaan Sumber Daya Laut Provinsi skala 1:250.000 - 1: 25.000,2,10
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Sistem Lahan (Morfologi) dan Peta Morfometri Bentang Lahan skala 1:50.000,25,11
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Penutup Lahan skala 1:50.000 Catatan: Peta Penutup Lahan merupakan salah satu unsur peta dasar/peta Rupa Bumi Indonesia,25,11
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Curah Hujan dan Hari Hujan skala 1:50.000 ,22,11
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Potensi Energi Matahari dan Angin skala 1:50.000 ,22,11
5,11,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,Peta Persebaran Lokasi Transmigrasi skala 1:50.000,21,11
5,11,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,Peta Persebaran Kawasan Transmigrasi Skala 1:50.000,21,11
5,11,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Jaringan Serat Optik skala 1: 50.000,19,11
5,11,Pemutakhiran IGT Status,33,Memutakhirkan IGT Pertanahan,"Peta Hak Guna Usaha (HGU), minimal pada skala 1:50.000",18,11
5,11,Pemutakhiran IGT Status,33,Memutakhirkan IGT Pertanahan,"Peta Hak Pengelolaan (HPL), minimal pada skala 1:50.000",18,11
5,11,Pemutakhiran IGT Status,33,Memutakhirkan IGT Pertanahan,Peta Hak Guna Bangunan (HGB) minimal pada skala 1:50.000,18,11
5,11,Pemutakhiran IGT Status,33,Memutakhirkan IGT Pertanahan,"Peta Hak Ulayat, minimal skala 1:50.000",18,11
5,11,Pemutakhiran IGT Status,34,Memutakhirkan IGT Perizinan Lokasi dan Kesesuaian Kegiatan Pemanfaatan Ruang.,"Peta Izin Lokasi dan Peta Kesesuaian Kegiatan Pemanfaatan Ruang, minimal pada skala 1:50.000",18,11
5,11,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta RTRW Nasional (RTRWN) skala 1:1.000.000,18,11
5,11,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta RTRW Provinsi skala 1:250.000,18,11
5,11,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta RTRW Kabupaten skala 1:50.000 dan RTRW Kota skala 1:25.000,18,11
5,11,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta RTR KSN 1:250.000 – 1:5.000,18,11
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Penggunaan Tanah minimal pada skala 1:50.000,18,11
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Lahan Baku Sawah Nasional skala minimal 1:50.000,18,11
5,11,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta Rencana Pembangunan Jangka Menengah Nasional skala 1:250.000,17,11
5,11,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta RKP skala 1:250.000,17,11
5,11,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,"Peta Potensi Desa (Sosial-Ekonomi), minimal pada skala 1:50.000",16,11
5,11,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,"Peta Penetapan Kawasan Ekonomi Khusus (KEK), minimal pada skala 1:50.000",14,11
5,11,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,Peta Kawasan Perdagangan Bebas dan Pelabuhan Bebas (KPBPB) skala 1:50.000,14,11
5,11,Pemutakhiran IGT Status,38,Memutakhirkan IGT  Indikatif Tumpang Tindih Pemanfaatan Ruang,Peta Indikatif Tumpang Tindih antar IGT (PITTI) skala 1:50.000,14,11
5,11,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Pengaman Pantai skala 1:50.000,13,11
5,11,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Rusunawa skala 1:50.000,13,11
5,12,Pemutakhiran IGT Potensi,48,Memutakhirkan IGT Transportasi dan Logistik ,"Peta Jalan Nasional Tol dan Jalan Nasional Non Tol, dan Peta Jalan Provinsi Peta Jalan Kabupaten/Kota skala 1:50.000",13,12
5,12,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Sistem Penyediaan Air Minum (SPAM) skala 1:50.000,13,12
5,12,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Instalasi Pengolahan Air Limbah (IPAL) dan Peta Lokasi Instalasi Pengolahan Lumpur Tinja (IPLT) skala 1:50.000,13,12
5,12,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Tempat Pemrosesan Akhir (TPA) skala  1:50.000,13,12
5,12,Pemutakhiran IGT Potensi,47,Memutakhirkan IGT Lingkungan,Peta Air Tanah skala 1:50.000,13,12
5,12,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Daerah Irigasi Permukaan skala 1:5.000,13,12
5,12,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Bendungan Eksisting dan Peta Sebaran Lokasi Bendungan Rencana skala 1:50.000,13,12
5,12,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Lokasi Sabo DAM skala 1: 50.000,13,12
5,12,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Ketersediaan Air skala 1:250.000,13,12
5,12,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta Rencana Tata Ruang Laut skala 1:1.000.000,12,12
5,12,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta RZWP3K Provinsi skala 1:250.000,12,12
5,13,Pemutakhiran IGT Perencanaan Ruang,40,Memutakhirkan IGT Perencanaan Ruang,Peta Bagian Rencana Zonasi Wilayah Pesisir Dan Pulau-Pulau Kecil (RZWP3K) skala 1:50.000,12,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Potensi Wilayah Penangkapan Ikan skala 1:250.000,12,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Wilayah Pengelolaan Perikanan Negara Republik Indonesia (WPPNRI) skala 1:250.000,12,13
5,13,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Lokasi Pelabuhan Perikanan skala 1:50.000,12,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Zonasi Kawasan Konservasi Perairan skala 1:50.000,12,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,Peta Penetapan Kawasan Hutan pada skala 1:100.000 – 1:50.000,11,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,"Peta Izin Pemanfaatan Kawasan Hutan (IUPHHK-HA, IUPHHK-HT dan IUPHHK-RE), minimal pada skala 1:50.000/Peta Perizinan Berusaha Pemanfaatan Hutan minimal pada skala 1:50.000",11,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,"Peta Hutan Tanaman Rakyat (HTR), minimal pada skala 1:50.000/Peta Persetujuan Pengelolaan Hutan Tanaman Rakyat skala 1:50.000",11,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,"Peta Kawasan Hutan dengan Tujuan Khusus, minimal pada sakala 1:50.000",11,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,"Peta Hutan Adat, Minimal pada skala 1:50.000/Peta Penetapan Hutan Adat minimal pada skala 1:50.000",11,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,Peta Penunjukkan Kawasan Hutan skala 1:250.000,11,13
5,13,Pemutakhiran IGT Status,39,Memutakhirkan IGT Kehutanan,Peta Indikatif Alokasi Kawasan Hutan untuk Penyediaan Sumber TORA skala 1:50.000/Peta Indikatif Penyelesaian Penguasaan Tanah Dalam Rangka Penataan Kawasan Hutan minimal skala 1:50.000,11,13
5,13,Pemutakhiran IGT Potensi,39,Memutakhirkan IGT Kehutanan,Peta Neraca Sumber Daya Hutan skala 1:250.000,11,13
5,13,Pemutakhiran IGT Potensi,47,Memutakhirkan IGT Lingkungan,Peta Daerah Aliran Sungai (DAS) skala 1:50.000 (Klasifikasi DAS),11,13
5,13,Pemutakhiran IGT Potensi,47,Memutakhirkan IGT Lingkungan,Peta Zonasi Kawasan Konservasi skala 1:50.000,11,13
5,13,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,Peta Kawasan Cagar Budaya skala 1: 50.000,23,13
5,13,Pemutakhiran IGT Status,36,Memutakhirkan IGT Kawasan Khusus,Peta Sebaran Lokasi Cagar Budaya skala 1: 50.000,10,13
5,13,Pemutakhiran IGT Potensi,49,Memutakhirkan IGT Transportasi dan Logistik,Peta Sebaran Pelabuhan Umum skala 1:50.000,9,13
5,13,Pemutakhiran IGT Potensi,49,Memutakhirkan IGT Transportasi dan Logistik,Peta Sebaran Pelabuhan Penyeberangan skala 1:50.000,9,13
5,13,Pemutakhiran IGT Potensi,49,Memutakhirkan IGT Transportasi dan Logistik,Peta Sebaran Terminal Khusus skala 1:50.000,9,13
5,13,Pemutakhiran IGT Potensi,49,Memutakhirkan IGT Transportasi dan Logistik,Peta Sebaran Bandara skala 1:50.000,9,13
5,13,Pemutakhiran IGT Potensi,49,Memutakhirkan IGT Transportasi dan Logistik,Peta Sebaran Jaringan Rel dan Stasiun Kereta Api skala 1:50.000,9,13
5,13,Pemutakhiran IGT Status,37,Memutakhiran IGT Migas dan Minerba,Peta Perizinan Berusaha di Bidang Pertambangan skala 1:50.000,8,13
5,13,Pemutakhiran IGT Status,37,Memutakhiran IGT Migas dan Minerba,Peta Wilayah Kerja Migas skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,42,Memutakhirkan IGT Fasos Fasum dan Utilitas ,Peta Infrastruktur Pipa Gas Bumi skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Jaringan Listrik skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Gardu Listrik skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Sebaran Pembangkit Listrik skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,43,Memutakhirkan IGT Fasos Fasum dan Utilitas,Peta Lokasi Pembangkit Listrik skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Geologi skala 1:100.000,8,13
5,13,Pemutakhiran IGT Potensi,41,Memutakhirkan IGT Sumber Daya dan Lingkungan,Peta Hidrogeologi skala 1:100.000,8,13
5,13,Pemutakhiran IGT Potensi,44,Memutakhirkan IGT Kebencanaan,Peta Kawasan Rawan Bencana Gunung Api skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,44,Memutakhirkan IGT Kebencanaan,Peta Kawasan Rawan Bencana Gempa Bumi skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,44,Memutakhirkan IGT Kebencanaan,Peta Zona Kerentanan Gerakan Tanah skala 1: 50.000,8,13
5,13,Pemutakhiran IGT Potensi,44,Memutakhirkan IGT Kebencanaan,Peta Kawasan Rawan Bencana Tsunami skala 1: 50.000,8,13
5,13,Pemutakhiran IGT Potensi,45,Memutakhirkan IGT Sumber daya Lingkungan,Peta Kawasan Bentang Alam Karst skala 1:50.000,8,13
5,13,Pemutakhiran IGT Potensi,46,Memutakhirkan IGT Migas dan Minerba,Peta Sumber Daya Mineral Skala 1:50.000,8,13
